,X Feature Name,Y Feature Name,r value,p value
14,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella,HVLT-R,-0.09776856639124928,0.22617999092121074
15,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella,WMS-III SS,-0.02954732451825715,0.7151388443815327
16,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella,BVMT-R,-0.022629108348348827,0.7798723185447658
17,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella,Fluency,0.06353657066878224,0.43221034448205764
18,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella,CPT-IP,-0.011094922578567068,0.8910175364071738
19,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella,SoP AGET,0.008159489476489836,0.9197376377487204
20,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella,AV AGET,0.02281378151604662,0.7781222801006288
21,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella,WM AGET,-0.012327401070318286,0.8789989320599713
22,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella,Vrbl Lrng AGET,-0.08206317620797893,0.3100478916300093
23,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella,Vis Lrng AGET,0.005793927068784268,0.9429596229188325
24,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,TMT,-0.032972880174516835,0.6837899192824186
25,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,BACS SC,-0.03079306243003984,0.7036800353534879
26,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,HVLT-R,-0.02670693473424564,0.7415011652990547
27,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,WMS-III SS,-0.032994537866003516,0.6835933585937362
28,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,BVMT-R,0.00840174731005789,0.9173629559112727
29,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,Fluency,-0.011979977514400374,0.8823841868596696
30,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,CPT-IP,-0.013401959255540555,0.8685426824465307
31,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,SoP AGET,-0.0004994849653475105,0.9950785186466579
32,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,AV AGET,-0.007805400774192189,0.9232097879455683
33,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,WM AGET,-0.03724360297925847,0.6454548503792685
34,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,Vrbl Lrng AGET,-0.023235778936632517,0.7741274529910651
35,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,Vis Lrng AGET,0.021559195999298945,0.7900327330446791
36,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__[Ruminococcus],TMT,-0.09034034112787838,0.2636047754948631
37,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__[Ruminococcus],BACS SC,0.05021923977348407,0.5348922662421516
38,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__[Ruminococcus],HVLT-R,0.12325033097201595,0.12654610553201823
39,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__[Ruminococcus],WMS-III SS,-0.0045277836086671346,0.9554099674426121
40,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__[Ruminococcus],BVMT-R,0.08653609420919821,0.2843247206481702
41,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__[Ruminococcus],Fluency,0.05119511296200479,0.526975440279746
42,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__[Ruminococcus],CPT-IP,0.0072010836592021465,0.9291389594633251
43,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__[Ruminococcus],SoP AGET,0.03826976811651149,0.6363763413608681
44,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__[Ruminococcus],AV AGET,-0.027767384895054408,0.7316217888236451
45,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__[Ruminococcus],WM AGET,-0.030171444877767406,0.7093897926268591
46,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__[Ruminococcus],Vrbl Lrng AGET,0.09569572485191273,0.23622360986875854
47,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__[Ruminococcus],Vis Lrng AGET,0.07347331656825502,0.3635825611773438
48,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Ruminococcus,TMT,-0.09034034112787838,0.2636047754948631
49,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Ruminococcus,BACS SC,0.05021923977348407,0.5348922662421516
50,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Ruminococcus,HVLT-R,0.12325033097201595,0.12654610553201823
51,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Ruminococcus,WMS-III SS,-0.0045277836086671346,0.9554099674426121
52,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Ruminococcus,BVMT-R,0.08653609420919821,0.2843247206481702
53,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Ruminococcus,Fluency,0.05119511296200479,0.526975440279746
54,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Ruminococcus,CPT-IP,0.0072010836592021465,0.9291389594633251
55,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Ruminococcus,SoP AGET,0.03826976811651149,0.6363763413608681
56,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Ruminococcus,AV AGET,-0.027767384895054408,0.7316217888236451
57,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Ruminococcus,WM AGET,-0.030171444877767406,0.7093897926268591
58,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Ruminococcus,Vrbl Lrng AGET,0.09569572485191273,0.23622360986875854
59,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Ruminococcus,Vis Lrng AGET,0.07347331656825502,0.3635825611773438
60,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus,TMT,-0.0270310073161919,0.7384774721028105
61,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus,BACS SC,-0.05588120132866527,0.48980203335961114
62,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus,HVLT-R,-0.009254906833431775,0.909005987587465
63,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus,WMS-III SS,-0.015538471009858366,0.8478220508701885
64,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus,BVMT-R,0.025940855046094863,0.7486645713227058
65,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus,Fluency,-0.1007037009870215,0.21248022887287724
66,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus,CPT-IP,-0.01676924240740005,0.8359317677776026
67,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus,SoP AGET,-0.010002816847072264,0.9016881326383561
68,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus,AV AGET,0.031164713317892855,0.700274163184417
69,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus,WM AGET,0.011671784289375094,0.8853889693573643
70,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus,Vrbl Lrng AGET,0.049562768069105326,0.5402511408188326
71,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus,Vis Lrng AGET,0.0821815215575243,0.3093482992205889
72,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia,TMT,-0.02141987301548786,0.7913584575973287
73,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia,BACS SC,-0.00025535271326204527,0.9974839694237634
74,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia,HVLT-R,0.0073665329049830775,0.9275152765280728
75,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia,WMS-III SS,0.018762441567701762,0.816755426155263
76,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia,BVMT-R,0.029439325855899392,0.7161353050655392
77,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia,Fluency,0.07602208668598492,0.34713166427668574
78,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia,CPT-IP,0.039701754177109416,0.6237976147810094
79,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia,SoP AGET,0.05477139965415226,0.4984776017920802
80,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia,AV AGET,0.0690283465895842,0.39340530005512975
81,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia,WM AGET,0.03933321246415908,0.6270247546814252
82,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia,Vrbl Lrng AGET,0.0313732768126249,0.698365457415592
83,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia,Vis Lrng AGET,0.05901077376603374,0.4657770670016024
84,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__Mogibacterium,TMT,0.04350474796355742,0.5909222462243419
85,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__Mogibacterium,BACS SC,0.03387315593898437,0.6756372355300035
86,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__Mogibacterium,HVLT-R,0.026554978378999127,0.7429203284648982
87,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__Mogibacterium,WMS-III SS,0.04055332502736802,0.6163681929950271
88,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__Mogibacterium,BVMT-R,0.022873913630909695,0.7775526835179463
89,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__Mogibacterium,Fluency,0.11095841268365572,0.16929048015427967
90,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__Mogibacterium,CPT-IP,0.0065407348879245875,0.9356223225642128
91,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__Mogibacterium,SoP AGET,0.04442893677700273,0.5830537899713415
92,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__Mogibacterium,AV AGET,-0.005100583097651931,0.9497759532726682
93,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__Mogibacterium,WM AGET,0.03419701732092647,0.6727135514979004
94,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__Mogibacterium,Vrbl Lrng AGET,0.017899063843661193,0.8250492628427762
95,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__Mogibacterium,Vis Lrng AGET,0.025403178734223625,0.7537051383281552
96,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium,TMT,0.012234627634498922,0.8799026939300691
97,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium,BACS SC,-0.01624851054229002,0.8409581082059778
98,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium,HVLT-R,0.02813551765475707,0.7282023677352845
99,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium,WMS-III SS,0.02317927491763448,0.7746620060188296
100,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium,BVMT-R,-0.1308389599296269,0.10464715103359559
101,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium,Fluency,-0.034831578250158,0.6669992184324516
102,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium,CPT-IP,0.003472703867936425,0.9657932268443271
103,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium,SoP AGET,-0.052630209865586225,0.5154416986276434
104,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium,AV AGET,0.028875148794456563,0.7213484928971516
105,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium,WM AGET,0.045320677155135644,0.5755077826144545
106,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium,Vrbl Lrng AGET,0.05707059626483341,0.480594338523998
107,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium,Vis Lrng AGET,-0.1390919997938262,0.08433578152494285
108,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium,TMT,-0.018234272055061472,0.8218268126987345
109,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium,BACS SC,-0.06144793465639882,0.44752587531767707
110,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium,HVLT-R,0.02085045593115823,0.7967829081117207
111,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium,WMS-III SS,-0.023014433453865432,0.7762220828222068
112,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium,BVMT-R,0.03190538742018042,0.6935043256461859
113,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium,Fluency,0.054052247870392506,0.5041422716112365
114,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium,CPT-IP,-0.012542893086336339,0.876900298928273
115,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium,SoP AGET,-0.0247343909892038,0.7599893481150171
116,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium,AV AGET,-0.05898857112483535,0.46594519638455656
117,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium,WM AGET,-0.060843378933915185,0.45201529490413817
118,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium,Vrbl Lrng AGET,-0.040023372405206085,0.6209871880215705
119,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium,Vis Lrng AGET,-0.015388812047928949,0.849270279680363
120,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__.Prevotella.,TMT,0.09173178912763788,0.2562905351490939
121,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__.Prevotella.,BACS SC,0.017114172452116758,0.8326059817862419
122,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__.Prevotella.,HVLT-R,-0.04811192873603445,0.552188085663087
123,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__.Prevotella.,WMS-III SS,-0.07523024033470073,0.3521916173131844
124,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__.Prevotella.,BVMT-R,0.01617852891782699,0.8416340969250087
125,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__.Prevotella.,Fluency,0.012851805925220918,0.8738933568666457
126,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__.Prevotella.,CPT-IP,-0.05652338646100703,0.48481892192313114
127,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__.Prevotella.,SoP AGET,-0.07736773433844651,0.33863853783481235
128,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__.Prevotella.,AV AGET,-0.07236943323928337,0.37085492817324617
129,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__.Prevotella.,WM AGET,-0.09210113806926676,0.2543726970948716
130,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__.Prevotella.,Vrbl Lrng AGET,-0.07802393903566816,0.3345451902627746
131,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__.Prevotella.,Vis Lrng AGET,0.0024672366258469995,0.9756936120281557
132,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia,TMT,-0.0038946590702786726,0.961639890773816
133,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia,BACS SC,0.0012380304144212284,0.9878019414811324
134,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia,HVLT-R,-0.0023670405700236393,0.9766804257402228
135,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia,WMS-III SS,-0.06748423699803452,0.40409911999504244
136,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia,BVMT-R,0.02586549884161689,0.7493703800533387
137,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia,Fluency,0.11449022606013243,0.15603820313379335
138,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia,CPT-IP,-0.029800507866637942,0.7128047084510422
139,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia,SoP AGET,0.05866310535234444,0.4684136109096232
140,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia,AV AGET,-0.0705863739571728,0.38278896314668187
141,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia,WM AGET,-0.10705451911894119,0.18489171929970807
142,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia,Vrbl Lrng AGET,-0.023838834206659474,0.7684289349319591
143,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia,Vis Lrng AGET,-0.0028462608395313075,0.971961013536848
144,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,TMT,0.024577868297367148,0.7614623861148445
145,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,BACS SC,-0.06413250695141448,0.42789623184520564
146,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,HVLT-R,-0.028243990758915566,0.7271958267436602
147,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,WMS-III SS,-0.06569646350290324,0.41669318424440893
148,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,BVMT-R,-0.0386889611799538,0.6326831302843832
149,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,Fluency,0.011943200832973793,0.8827426602125725
150,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,CPT-IP,-0.04243964725683075,0.6000499109882165
151,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,SoP AGET,0.010114001932490966,0.9006009434015616
152,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,AV AGET,-0.011000524719777987,0.8919391227445544
153,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,WM AGET,-0.05512504006381251,0.4957043625847901
154,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,Vrbl Lrng AGET,0.002338710961775483,0.9769594456506375
155,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,Vis Lrng AGET,-0.006172243859460369,0.9392420663064159
156,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__,TMT,-0.03277621244086717,0.6855758043830937
157,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__,BACS SC,-0.0005255156298667734,0.9948220390672475
158,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__,HVLT-R,-0.027098997470674305,0.737843610007763
